ID,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q17,Q18,Q19,Q20,Q21,Q23,Q26,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
52,4,2,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,,23,2,6,14,7,5,4,5,6,2,4,5,2,7,2,2,2
53,2,1,,,,,1,,1,,1,1,,1,,1,,1,1,1,,1,1,1,1,1,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,1,,1,,,,1,,,1,1,,,,24,2,6,14,7,6,1,7,3,6,2,7,3,7,1,7,2
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,4,14,1,6,4,3,5,5,5,5,5,5,4,4,2
56,2,1,,1,,,1,,,,,,,1,1,,,1,,1,,1,1,1,1,1,,1,,,,,1,,,,,,,,1,1,,1,,,,,1,1,,,,,,,,,1,,,,1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,1,,1,1,1,,1,1,,1,,,,1,,,,38,3,4,14,7,7,1,4,6,7,5,5,6,6,1,4,4
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,2,,,,,1,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,1,10,8,4,6,1,2,5,1,2,6,3,7,5,4,2
59,2,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,1,1,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,1,,,,,,,1,,,,,26,3,10,8,4,6,4,5,5,6,5,5,5,5,5,4,2
60,7,4,,1,,1,,,1,,1,1,1,,1,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,1,,37,1,10,8,4,5,1,3,5,4,4,5,4,4,4,4,2
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,10,8,4,6,2,5,2,5,3,7,7,5,3,5,2
62,1,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,37,3,10,8,4,5,1,3,6,6,6,5,5,3,2,4,6
63,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,25,2,16,15,11,6,1,3,5,5,5,4,5,4,2,4,3
64,3,1,,1,1,1,1,,,1,1,,1,1,,,,,,,1,,,,1,,,1,,,1,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,,,1,,1,,1,1,1,1,,1,,,,1,,1,,1,,1,1,,,,,32,3,16,8,11,6,1,5,3,4,4,5,5,5,4,5,2
65,5,2,,,1,1,,,,,,,,1,,,,,,,1,,1,,1,1,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,31,2,10,8,4,6,1,5,3,6,4,5,3,6,2,2,3
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,10,8,4,6,1,3,5,7,5,5,4,6,1,4,3
68,4,1,,1,1,1,,,,,,1,,1,,,,1,,,,1,1,,1,,1,1,,,1,,1,,1,,1,,,,,1,1,,,1,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,,,1,,,1,1,1,,,,,,,,,,1,,,1,,1,,1,,,1,,,,,26,2,16,8,9,5,4,4,5,6,6,3,4,3,1,3,5
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,10,8,4,3,1,4,3,5,3,5,5,5,1,5,3
70,4,2,,1,,,,,1,,,1,,,1,1,,1,,1,,,1,,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,1,1,,,,1,,,,,,,,1,,,,,,1,,1,,,1,1,,,1,,1,1,,1,1,1,,,33,3,8,14,3,7,3,2,2,6,3,4,6,6,3,6,3
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,10,8,4,3,1,2,2,2,2,2,1,2,2,2,2
72,6,2,,1,,1,,,1,,,1,,1,,,,1,,,,,1,,,1,1,,,,1,,,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,1,1,1,1,1,,1,,1,,,1,,1,,1,,1,,1,,,,1,,,,,,,,23,1,16,16,11,6,4,6,5,5,4,6,3,5,2,5,2
73,2,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,35,3,16,1,11,7,1,5,3,6,3,5,4,5,4,4,4
74,2,1,,,,,1,,,,,,,1,,1,,1,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,35,3,2,1,1,7,4,6,6,7,2,6,4,5,3,6,3
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,10,6,4,5,4,3,3,5,1,7,7,3,1,6,4
76,3,1,,1,1,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,21,2,10,8,4,3,4,3,5,5,5,5,3,3,5,5,1
77,3,1,,,,,,1,,,,1,1,1,,,,,1,,,1,1,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,22,2,10,8,4,5,4,7,7,7,1,7,4,5,2,2,2
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,16,8,11,7,1,6,1,6,4,6,3,6,4,6,4
80,6,3,,1,,,1,,1,,,,,1,,1,,1,,1,,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,1,1,,1,1,1,,1,1,,,,,,,,1,,,,,,1,,,1,1,1,1,,25,2,10,8,4,5,1,4,6,5,2,5,1,5,5,4,1
81,5,4,,1,1,,1,,1,,,1,1,1,1,1,,1,,1,,1,,,,1,,1,,,,,1,,,,1,1,,,1,1,1,,,,,1,,,,,,1,,,,1,,,,,,,1,1,,1,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,,,,1,,,1,,1,1,,21,2,10,8,4,3,3,5,6,5,4,4,7,3,3,6,3
82,6,2,,1,,,1,,1,,,,,1,,1,,1,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,1,,,1,,,1,1,,,,,,1,,1,,1,1,1,,1,1,,,,,1,1,,,,,,,,1,,,1,,1,1,,22,2,10,8,4,5,4,1,4,6,5,4,6,3,4,4,5
83,6,3,,,1,,1,,,,,,1,,1,1,,,,,,,1,1,,1,,,1,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,23,2,6,16,7,5,1,4,6,4,4,5,5,4,4,4,4
84,5,2,,1,,,1,,,,,,,1,,,1,1,,,,,1,,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,1,1,,1,1,1,,,,1,1,1,,,,1,,,1,1,1,,,40,3,16,16,11,7,1,6,5,6,2,6,2,6,2,5,2
85,3,3,,,1,1,,,,,1,,1,1,,,,1,,1,,,,1,,,,1,,,,,,,1,,1,1,,,1,,1,,,,,,,,1,1,,,,,,,1,,,1,,,1,1,,,,1,,,,1,1,,,1,,,,,,1,1,,1,,,1,1,,1,,,,,1,,,,,28,2,16,9,11,6,4,4,5,2,2,6,5,5,4,4,2
86,3,1,,,,,1,,1,,,,,1,,,,1,,1,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,1,1,,,,,1,,1,,,1,1,1,,1,,,,1,,,,1,,1,1,1,1,,,30,3,16,16,11,6,1,4,4,5,2,6,4,5,2,4,2
87,4,2,,1,,1,1,,,,,,,1,,,,1,,1,,1,,,,1,,,,,1,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,1,,,1,,1,,1,1,,,1,,29,3,16,9,11,6,4,6,1,1,1,5,5,6,1,6,1
88,4,1,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,42,3,16,16,1,3,3,4,4,4,2,4,5,4,2,4,2
89,4,2,,1,1,1,1,,1,,,,,1,,,1,1,,1,,,1,1,1,1,,1,,,1,,1,,,,1,1,,,,1,1,,,1,,,,,,,,,,,,,1,,,1,,,1,1,1,,,,,,1,,,1,1,1,,1,,,1,1,,,,,1,1,1,,1,,1,,,1,1,1,,,32,2,16,16,11,7,1,6,1,6,2,6,6,6,1,6,1
90,5,2,,,1,,1,,,,1,1,1,,,,,1,,1,,,,1,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,,,,,1,1,,,1,,1,,,,,1,,1,,1,,1,,,,1,,,1,,,1,,26,2,16,16,11,6,1,5,5,1,4,7,3,4,3,4,4
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,9,7,1,5,1,6,5,6,5,6,3,5,3,4,2
92,3,2,,,,1,1,,,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,1,,28,2,16,5,11,6,4,6,4,4,4,5,1,5,5,3,1
93,3,1,,1,,,,,,,,1,,1,,,,1,,,,1,,,1,1,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,1,1,,,,1,1,,,1,,1,1,1,,1,,,1,,,,,,1,,1,1,1,,,1,1,1,1,1,1,,39,2,16,16,8,7,1,4,3,7,2,7,6,7,4,7,1
94,9,2,,1,,,1,,1,,,,,1,1,1,,,,,,1,1,,1,,,,,,1,,1,,,,,1,,,,1,1,,,,,1,,1,1,,,1,1,1,,,1,,,1,,,1,1,,,,,,1,1,1,,1,1,1,,,,,1,1,,,,,1,1,,1,1,,,,,1,1,1,,,37,2,16,9,11,6,4,5,1,4,1,5,2,6,4,4,2
95,5,2,,1,,,,,,,,,,1,,,,1,,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,,1,,1,,,1,,,1,,,,,,1,,,1,,1,,,1,,1,1,,28,3,16,9,11,6,4,2,3,7,3,5,2,3,4,6,6
96,7,2,,,1,,,,1,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,1,,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,,,,,,,,1,1,1,,1,,,,1,,,1,,,,1,,,1,,1,,,1,,,,,,1,1,,,,,,,24,2,11,9,5,5,4,5,3,5,5,4,4,4,5,4,4
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,2,1,1,7,1,3,4,7,5,7,7,6,4,5,2
98,6,3,,1,,1,1,,1,,1,,,,,,,,,,,,1,1,,1,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,1,,1,,,1,1,1,,,,,,1,1,1,,,,,1,,1,1,,33,3,16,16,11,6,1,5,5,2,3,6,2,5,4,6,4
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,2,1,,1,1,1,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,1,,,1,,1,,1,,,,,,1,,,1,,,,1,,,,1,,,,,,,,26,2,16,16,11,6,1,2,4,6,4,3,4,5,3,4,4
101,2,1,,,,1,1,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,27,2,16,16,11,3,1,3,4,5,2,4,4,5,2,5,2
102,4,1,,1,,,,,,,,,,1,,1,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,46,2,2,1,1,7,6,5,3,5,3,6,5,5,3,6,2
103,5,2,,1,,1,1,,1,,,1,,1,1,1,,1,1,1,,1,1,,1,,,1,1,,1,,1,,,,1,,,,,,1,1,,,,1,,1,1,,1,,,,,,1,,1,1,,,1,1,1,,,1,,1,1,1,,1,1,,,1,,,1,,1,,,1,1,1,1,,,,1,1,1,1,1,1,1,,46,3,16,16,11,7,1,5,5,4,2,6,4,6,2,5,2
104,5,3,,,,1,1,,,1,,1,,,,,,1,,,,1,,1,1,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,1,,,,,,1,,,1,1,1,1,,,,,1,,1,,,,58,3,16,16,1,5,1,6,4,6,4,6,2,5,4,5,5
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2,1,,1,,,,,1,,,,,1,1,1,,1,,1,,1,1,1,1,1,1,1,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,1,,27,2,2,1,1,5,1,6,3,7,2,6,2,6,1,6,2
107,1,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,1,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,31,2,10,8,4,6,4,4,5,5,3,6,3,5,4,5,4
108,6,2,,1,,,1,,,1,,,,,,,1,1,,,,1,,1,1,1,,1,,,1,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,1,1,,,,,1,1,,,,,,1,,,,,1,,1,,,,1,,,1,1,1,,,32,3,16,14,2,7,1,3,2,6,1,7,4,5,2,6,1
109,6,3,,1,,1,1,,,,,1,1,1,,,,1,,1,1,1,,,1,1,,,,,,,1,,1,,1,1,,,1,1,1,,,,,,,,1,,,,,,,,1,,,1,,,1,1,,,,1,,,1,1,,1,,,,1,1,,,1,1,,,,,,,1,1,,1,,,1,1,1,,,24,1,10,8,4,3,1,5,1,6,3,6,4,5,2,4,3
110,6,2,,,,1,1,,,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,,1,,,,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,1,,,1,1,,,,,,1,,,1,1,,,1,,,1,1,1,1,,,1,,1,,1,,1,,,1,1,1,,,32,3,16,16,1,3,1,5,3,4,1,7,5,2,5,1,5
111,5,3,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,34,2,10,8,4,7,1,5,3,7,3,3,6,4,2,5,6
112,5,2,,1,1,1,1,,1,,1,,,1,,,,1,,,,1,1,1,1,1,,1,,,,,1,,,,1,1,,1,,1,,,,,,1,,,1,,,1,,,,1,,,,,,,1,,,1,,1,1,,,,1,1,1,1,,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,,,1,1,1,1,,40,1,4,14,1,7,3,5,7,7,2,6,3,5,1,6,1
113,5,2,,1,1,,,1,1,,1,1,1,1,,1,,,,1,,1,1,,1,1,,1,,,,,1,1,1,,,,1,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,1,,,,,,,1,1,1,,,54,3,5,3,1,2,3,5,5,4,4,7,5,5,1,6,1
114,4,1,,1,,,,,1,,,,,1,,1,1,1,,,,,1,,1,1,,,,,1,,1,,,,1,,,,,1,1,,,1,1,,,,,,,1,1,,,1,,,,,,,1,1,1,1,,1,,,1,,1,1,1,1,,,,,,1,,,,,,1,,,,,,,1,,,,1,,35,3,16,14,11,6,1,5,5,6,2,6,2,5,1,6,3
115,3,3,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,,1,1,,,1,1,,,1,,,,,,,1,,,,1,,,,33,3,16,3,11,6,6,1,1,7,1,7,1,1,1,6,1
116,4,2,,1,1,1,1,,,,1,1,1,1,,1,,,1,,,1,,,1,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,38,2,4,14,11,7,1,6,2,5,6,7,2,7,5,2,2
117,4,2,,1,,,,,1,,,,,1,,1,,1,,1,,1,1,1,1,1,,,,,,,1,,,,1,1,1,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,1,1,,,,1,1,1,1,,1,1,1,,,1,1,,,1,1,,1,,1,1,1,,1,,1,,,1,1,1,1,,39,3,16,15,11,7,1,5,3,6,5,6,4,6,2,3,2
118,3,1,,1,1,1,1,,1,,,,,1,,,,1,,1,,1,1,,1,1,,,,,1,1,1,,,,1,1,,,,1,,,,,,1,,,1,,,,,1,,,1,1,,1,1,,1,1,1,1,,1,1,,,,1,,1,1,,,,,1,1,,1,,,,,1,,1,,1,,,1,,1,,,29,1,16,14,11,7,1,3,2,7,5,6,6,4,5,4,1
119,6,3,,,1,1,,,1,,1,1,1,,1,1,,1,,1,,1,1,1,1,1,,,1,,1,,1,1,1,,1,1,,,,1,1,,,,,1,,1,1,1,1,1,,1,,,,,1,,1,,1,1,,1,,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,,1,1,1,1,,26,2,16,16,1,6,1,4,4,5,3,7,4,2,3,5,6
120,6,2,,1,1,1,,,,1,,1,,1,,,,1,,1,,,1,1,,,,1,,,,,1,,,,1,1,,,,1,,,,,,,,,1,1,,,,1,,,1,1,,1,,,1,1,,,,,,,1,,1,1,,,,1,1,,,,1,1,,1,1,1,1,1,1,,1,,,1,1,1,,,29,1,16,14,11,7,4,6,5,6,2,7,3,7,4,7,1
121,6,3,,1,1,,,,1,,,,,,1,1,,1,,,,1,1,1,1,1,,1,1,,1,,1,,,,,1,,,1,,1,,,,,,,,1,,,1,,1,,,1,,,1,,,1,1,1,1,,1,,1,1,1,1,1,1,1,,,1,,1,1,1,1,,,1,1,1,,,,1,,1,1,1,1,,,25,2,16,14,11,6,4,6,5,6,3,3,3,5,2,5,5
122,4,1,,1,,,1,,,,,,1,1,,,,,,,,1,1,,1,,1,,,,1,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,1,1,1,,1,,1,,,1,,,1,,34,3,16,14,11,6,4,3,2,7,1,6,6,6,1,7,4
123,2,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,53,3,16,1,11,5,6,6,1,7,2,7,6,7,1,7,2
124,4,1,,1,1,1,,,,,1,1,1,1,,,,1,,1,,1,,1,1,1,,,,,,,1,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,1,1,1,1,1,1,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,1,,21,2,16,16,7,5,4,4,5,4,5,4,5,5,4,4,4
125,7,2,,1,1,1,1,,,,1,1,1,1,,,,1,,1,,1,1,1,1,1,,1,,,1,,1,1,,,1,,,,1,1,1,,,,,,,1,1,,1,1,,,,,,,,1,,,1,1,1,,,,,1,1,,1,1,1,1,,,1,,,,,,1,,,,1,,,,1,,,1,,,,,25,3,6,16,1,5,1,2,6,3,4,1,1,4,4,4,5
126,4,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,23,2,16,16,7,3,3,1,1,6,1,5,5,7,2,5,5
127,2,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,1,1,,,1,,,,,34,3,6,16,7,5,1,2,6,3,6,4,3,2,2,2,6
128,3,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,,,1,,,,,,,,,,,19,2,6,16,1,3,1,6,1,3,1,5,2,7,2,5,2
129,3,1,,,1,,,,,,,,1,1,,,,1,,,,,,,1,1,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,1,,1,,,,1,,1,,,,1,,,1,,,,,24,2,16,16,7,5,1,6,6,6,4,6,4,6,2,5,1
130,3,2,,1,1,1,1,,,,,,,,,1,,1,1,1,,1,1,1,1,1,,1,,,1,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,1,1,1,,,,1,1,,,,1,,,,,,,,,,1,,,,,,1,,26,2,6,16,1,5,1,4,4,4,4,5,3,4,4,4,3
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5,1,,1,,,1,,,,1,,1,1,1,1,,1,,1,,,,,1,,,,1,,1,,,,1,,1,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,1,1,,1,,1,1,,1,,1,,,1,,,,,1,1,,,,,,1,,1,1,,1,,,30,2,16,16,1,5,1,6,5,6,2,7,6,6,3,6,3
133,5,2,,,1,1,,,,,,,1,1,,,,,,1,,,,1,1,1,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,1,1,1,,1,,,,1,,,,,,,1,,,1,,,,1,,1,,,33,3,16,16,7,6,1,7,7,4,5,7,1,6,3,5,2
134,2,1,,,,,1,,,,,,1,1,,,,1,,,,1,1,1,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,26,2,16,16,1,5,1,4,3,5,2,6,5,4,3,3,1
